HomeTeam,AwayTeam,Season,Round,HomeScore,AwayScore,Home 22m Entries,Away 22m Entries,Home 22m Conversions,Away 22m Conversions,Home Line Breaks,Away Line Breaks,Home Carries,Away Carries,Home Kicks,Away Kicks,Home Post Contact Metres,Away Post Contact Metres,Home Dominate Tackles,Away Dominate Tackles,Home Tackles Made,Away Tackles Made,Home Tackles Missed,Away Tackles Missed,Home Turnovers Won,Away Turnovers Won,Home Tackle Turnovers,Away Tackle Turnovers,Home Offloads Allowed,Away Offloads Allowed,Home 0-3s Ruck Speed,Away 0-3s Ruck Speed,Home 3-6s Ruck Speed,Away 3-6s Ruck Speed,Home 6s+ Ruck Speed,Away 6s+ Ruck Speed,Home Rucks Won,Away Rucks Won,Home Penalty Goals,Away Penalty Goals,Home Tries,Away Tries,Home Conversions,Away Conversions,Home Drop Goals,Away Drop Goals,Home Turnovers Lost,Away Turnovers Lost,Territory Home Try-Line - 22m,Territory Home 22m - 50m,Territory Away 22m - 50m,Territory Away Try-Line - 22m,Home Territory,Away Territory,Home Possessions Try Line - 22m,Home Possession 22m - 50m,Home Possession opp 50m - 22m,Home Possession opp 22m - Try Line,Away Possessions Try Line - 22m,Away Possession 22m - 50m,Away Possession opp 50m - 22m,Away Possession opp 22m - Try Line,Home Possession Last 10,Away Possession Last 10,Home Possession,Away Possession,Home Scrums,Away Scrums,Home Scrum Wins,Away Scrum Wins,Home Lineouts,Away Lineouts,Home Lineout Wins %,Away Lineout Wins %,Home Restarts Received,Away Restarts Received,Home Restarts Received Win %,Away Restarts Received Win %,Home Passes,Away Passes,Home Penalties Conceded,Away Penalties Conceded,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards,Home Tackle Completion,Away Tackle Completion,Home Metres Gained,Away Metres Gained,Home Defenders Beaten,Away Defenders Beaten,Home Maul Wins,Away Maul Wins
gloucester,wasps,22/23,1,27,21,10,10,2.4,2.1,3,2,64,103,18,16,244,254,5,2,141,84,20,17,5,6,2,3,7,5,0.31,0.48,0.33,0.3,0.29,0.17,52,86,1,0,4,3,1,3,0,0,12,10,0.3,0.26,0.16,0.28,0.5,0.5,0.14,0.31,0.35,0.2,0.11,0.19,0.33,0.38,0.61,0.39,0.44,0.56,6,10,1,0.6,17,13,0.88,0.77,6,5,0.83,1,94,123,8,15,0,2,0,0,0.88,0.83,265,334,17,20,6,7
exeter-chiefs,leicester,22/23,1,24,20,10,5,2.1,2.8,2,3,161,58,49,54,454,132,10,1,93,215,11,26,1,7,1,4,0,10,0.66,0.26,0.17,0.51,0.13,0.2,125,56,1,2,3,2,2,2,0,0,12,13,0.12,0.37,0.22,0.28,0.5,0.5,0.07,0.31,0.35,0.27,0.07,0.32,0.46,0.15,0.11,0.89,0.57,0.43,3,5,1,1,12,15,0.83,0.8,4,6,1,0.89,176,84,11,11,1,1,0,0,0.89,0.89,517,163,26,11,1,8
london-irish,worcester,22/23,1,45,14,11,9,4.09,1.56,4,5,120,115,24,19,93,67,6,5,159,137,11,19,9,8,4,4,12,10,0.67,0.57,0.21,0.26,0.12,0.16,86,93,0,0,7,2,5,2,0,0,19,14,0.14,0.37,0.23,0.26,0.51,0.49,0.07,0.2,0.38,0.34,0.06,0.21,0.53,0.2,0.67,0.33,0.53,0.47,3,6,0.67,0.4,25,12,0.88,0.67,7,3,1,1,167,192,4,16,0,0,0,0,0.94,0.88,379,350,19,11,13,1
newcastle,harlequins,22/23,1,31,40,8,14,3.88,2.86,2,8,62,106,17,18,155,327,3,3,123,61,23,6,9,5,4,3,8,6,0.31,0.52,0.32,0.2,0.34,0.2,42,81,0,0,5,6,3,5,0,0,11,13,0.33,0.17,0.29,0.21,0.41,0.59,0.06,0.34,0.25,0.35,0.09,0.32,0.2,0.4,0.14,0.86,0.43,0.57,6,10,0.67,0.7,13,11,0.92,1,5,6,0.8,0.83,68,145,15,8,0,0,0,0,0.84,0.91,308,523,2,23,9,6
worcester,exeter-chiefs,22/23,2,21,36,9,11,2.33,3,5,6,96,178,19,24,189,239,9,10,224,116,19,23,6,1,0,0,16,15,0.51,0.5,0.28,0.29,0.15,0.14,72,138,0,1,3,5,3,4,0,0,11,10,0.13,0.37,0.07,0.43,0.61,0.39,0.09,0.27,0.55,0.09,0.14,0.22,0.47,0.17,0.6,0.4,0.39,0.61,5,5,0.8,0.4,13,14,0.62,0.86,4,7,0.8,0.87,142,193,15,13,1,0,0,0,0.92,0.83,307,518,23,19,2,6
bath,sale,22/23,2,20,37,8,8,1.75,3.5,7,4,116,71,23,23,455,263,1,8,83,136,15,31,3,4,2,0,7,15,0.52,0.44,0.21,0.18,0.21,0.34,90,54,2,3,2,4,2,4,0,0,7,15,0.3,0.26,0.1,0.34,0.58,0.42,0.06,0.34,0.47,0.14,0.06,0.17,0.35,0.41,0.63,0.37,0.57,0.43,12,1,0.83,1,7,18,0.86,0.83,6,8,0.67,0.87,131,79,16,12,0,1,0,1,0.85,0.81,386,248,31,15,2,8
harlequins,saracens,22/23,2,27,30,7,11,3.86,2.18,3,10,81,132,33,25,168,352,4,11,146,99,20,11,8,5,3,1,20,2,0.43,0.59,0.23,0.22,0.27,0.13,70,97,2,2,3,4,3,2,0,0,11,13,0.24,0.34,0.06,0.35,0.4,0.6,0.15,0.43,0.35,0.06,0.04,0.38,0.34,0.24,0.5,0.5,0.47,0.53,5,5,1,0.8,13,13,1,0.92,6,7,0.83,1,98,195,9,12,0,0,0,0,0.88,0.9,328,506,11,20,6,5
leicester,newcastle,22/23,2,36,21,11,9,3.27,2.33,6,3,84,103,43,38,291,224,8,0,126,96,11,18,5,2,1,1,9,4,0.53,0.56,0.2,0.15,0.22,0.21,59,78,1,0,5,3,4,3,0,0,13,10,0.12,0.31,0.37,0.21,0.6,0.4,0.15,0.25,0.22,0.38,0.08,0.48,0.32,0.12,0.75,0.25,0.47,0.53,7,6,0.86,1,12,18,0.83,1,8,4,1,1,110,152,11,8,0,0,0,0,0.92,0.84,574,353,18,11,5,5
wasps,bristol,22/23,2,8,23,14,8,0.36,2.88,7,4,164,75,17,31,243,71,6,7,97,233,13,48,2,8,0,6,10,25,0.59,0.26,0.32,0.4,0.09,0.34,128,59,1,2,1,2,0,2,0,1,27,9,0.21,0.18,0.31,0.3,0.68,0.32,0.02,0.24,0.36,0.38,0.21,0.31,0.22,0.25,0.55,0.45,0.57,0.43,8,17,1,0.93,9,11,0.89,0.73,4,6,0.8,0.83,204,100,9,8,0,0,0,0,0.88,0.83,709,313,48,13,3,2
northampton,london-irish,22/23,2,38,22,13,9,2.46,2.44,4,5,104,74,28,26,147,142,2,4,77,109,15,27,4,5,2,3,8,16,0.73,0.55,0.22,0.15,0,0.25,79,54,4,1,4,3,3,1,0,0,16,7,0.27,0.15,0.24,0.34,0.55,0.45,0.03,0.28,0.4,0.29,0.15,0.36,0.18,0.32,0.51,0.49,0.56,0.44,4,12,0.5,0.75,23,11,1,1,9,4,1,1,151,80,11,16,1,3,0,0,0.84,0.8,408,453,27,15,11,6
exeter-chiefs,harlequins,22/23,3,43,42,14,13,2.86,3.23,8,8,174,85,10,21,596,266,6,4,80,208,21,38,5,9,5,0,12,14,0.43,0.35,0.33,0.29,0.19,0.33,140,55,1,0,6,6,5,6,0,0,12,11,0.18,0.23,0.2,0.39,0.48,0.52,0.11,0.25,0.43,0.22,0.17,0.37,0.26,0.2,0.2,0.8,0.63,0.37,7,10,0.86,1,10,12,0.8,0.67,7,7,0.86,0.75,222,117,14,6,1,0,0,0,0.79,0.85,641,445,38,21,3,1
bristol,london-irish,22/23,3,40,36,13,10,3.08,3.6,4,4,136,147,19,17,255,368,4,2,226,177,33,18,4,10,2,5,10,14,0.54,0.65,0.28,0.16,0.15,0.14,104,123,0,1,6,5,5,4,0,0,18,17,0.15,0.26,0.24,0.34,0.62,0.38,0.04,0.16,0.47,0.33,0.12,0.31,0.36,0.21,0.21,0.79,0.48,0.52,6,6,1,1,16,13,0.94,1,6,7,1,1,166,216,10,9,0,1,0,0,0.87,0.91,437,654,18,33,7,5
northampton,leicester,22/23,3,21,41,7,16,3,2.38,7,8,95,136,32,33,200,240,3,4,166,102,31,17,6,4,6,1,17,13,0.59,0.59,0.32,0.19,0.03,0.16,61,104,0,1,3,6,3,4,0,0,14,13,0.29,0.34,0.08,0.28,0.51,0.49,0.18,0.42,0.31,0.09,0.09,0.22,0.37,0.32,0.64,0.36,0.37,0.63,3,19,1,0.74,9,10,0.89,1,4,8,0.8,0.89,123,169,14,2,3,0,0,0,0.84,0.86,585,584,7,31,2,6
worcester,newcastle,22/23,3,39,5,13,7,2.54,0.71,7,2,119,92,21,28,211,175,11,3,116,127,16,21,4,4,2,3,7,15,0.54,0.36,0.22,0.42,0.21,0.18,76,73,2,0,5,1,4,0,0,0,13,11,0.14,0.31,0.15,0.4,0.47,0.53,0.07,0.18,0.54,0.21,0.12,0.27,0.42,0.19,0.47,0.53,0.51,0.49,7,5,0.86,0.6,19,18,0.84,0.94,8,2,0.75,0.67,185,140,13,16,0,1,0,0,0.88,0.86,527,291,21,16,7,5
bath,wasps,22/23,3,31,39,8,8,3.88,3.38,5,5,122,89,19,17,207,136,5,5,120,164,10,17,4,5,2,0,6,7,0.29,0.28,0.39,0.38,0.28,0.32,103,76,1,5,4,4,4,2,0,0,8,8,0.22,0.26,0.26,0.26,0.53,0.47,0.08,0.21,0.36,0.36,0.08,0.24,0.37,0.31,0.98,0.02,0.57,0.43,4,4,0.5,0.75,14,9,0.93,1,6,8,1,0.87,113,103,10,14,1,1,0,0,0.92,0.91,386,297,17,10,10,6
harlequins,northampton,22/23,4,35,29,12,16,2.92,1.63,3,9,103,161,30,17,170,287,2,2,170,111,24,13,12,6,6,3,25,8,0.52,0.55,0.26,0.35,0.18,0.05,79,116,0,1,5,4,5,3,0,0,11,18,0.21,0.37,0.08,0.34,0.23,0.77,0.15,0.32,0.43,0.1,0.03,0.23,0.47,0.27,0.08,0.92,0.43,0.57,8,3,0.88,0.67,9,18,0.89,1,7,6,0.87,0.89,121,233,13,9,0,1,0,0,0.88,0.9,419,636,13,24,4,8
london-irish,bath,22/23,4,47,38,9,11,5.22,3.45,7,3,97,141,10,8,239,275,3,11,206,126,24,25,4,6,2,2,6,8,0.63,0.63,0.18,0.21,0.08,0.12,68,117,0,0,7,6,6,4,0,0,10,9,0.2,0.34,0.22,0.25,0.39,0.61,0.08,0.25,0.36,0.32,0.08,0.14,0.49,0.29,0.78,0.22,0.41,0.59,1,5,1,0.6,15,15,1,0.87,8,6,0.75,1,148,177,11,11,2,1,0,0,0.9,0.83,458,407,25,24,9,7
sale,exeter-chiefs,22/23,4,28,20,7,11,2.71,1.82,7,6,92,133,26,12,104,234,14,1,187,101,23,16,10,3,4,3,1,23,0.28,0.38,0.35,0.32,0.36,0.23,69,108,3,2,3,2,2,2,0,0,10,15,0.18,0.32,0.18,0.32,0.58,0.42,0.04,0.37,0.38,0.21,0.07,0.36,0.37,0.21,0.4,0.6,0.46,0.54,7,5,0.71,0.6,12,15,1,0.87,7,5,0.86,1,103,174,13,12,0,0,0,0,0.89,0.86,207,379,16,23,8,3
saracens,leicester,22/23,4,51,18,15,13,3.2,1.15,9,2,115,108,20,21,434,268,8,3,144,105,23,28,6,6,1,3,6,16,0.31,0.54,0.39,0.29,0.26,0.12,68,89,2,2,7,2,5,1,0,0,13,10,0.16,0.38,0.18,0.28,0.42,0.58,0.13,0.25,0.38,0.24,0.07,0.19,0.52,0.22,0.43,0.57,0.49,0.51,6,5,0.5,0.8,12,16,0.75,0.75,9,5,0.8,1,154,177,14,13,0,0,0,0,0.86,0.79,623,339,28,23,5,6
newcastle,bristol,22/23,4,30,15,7,6,3.43,2.5,3,3,90,108,18,14,200,194,13,7,137,135,29,15,8,2,3,2,6,6,0.38,0.34,0.36,0.5,0.25,0.1,75,86,2,1,4,2,2,1,0,0,12,16,0.25,0.28,0.17,0.3,0.54,0.46,0.08,0.29,0.4,0.23,0.1,0.19,0.38,0.33,0.74,0.26,0.49,0.51,10,8,0.8,0.75,11,15,1,0.87,6,4,0.83,1,122,143,13,12,2,1,0,0,0.83,0.9,345,379,15,29,3,2
newcastle,saracens,22/23,5,14,34,6,13,2.33,2.62,4,12,123,125,21,23,222,232,3,5,150,169,38,23,9,10,3,4,18,8,0.38,0.54,0.41,0.33,0.17,0.06,101,89,0,1,2,5,2,3,0,0,22,16,0.19,0.36,0.01,0.45,0.58,0.42,0.09,0.37,0.53,0.01,0.06,0.31,0.42,0.22,0.7,0.3,0.51,0.49,5,9,1,0.67,18,9,0.67,0.89,3,7,1,0.86,196,232,11,11,0,0,0,1,0.8,0.88,438,609,23,38,5,3
wasps,northampton,22/23,5,36,40,10,11,2.4,3.64,7,10,124,119,26,25,308,342,6,13,141,179,25,25,7,5,0,1,12,6,0.58,0.52,0.22,0.28,0.15,0.1,101,86,4,3,4,5,2,2,0,0,9,8,0.17,0.27,0.3,0.27,0.5,0.5,0.03,0.21,0.36,0.4,0.1,0.31,0.36,0.23,0.28,0.72,0.53,0.47,4,4,0.75,1,13,10,0.85,1,9,7,0.44,0.86,156,173,11,17,0,0,1,0,0.85,0.88,383,550,25,25,8,4
bath,gloucester,22/23,5,17,21,10,8,1.7,2.63,2,4,176,66,26,32,274,128,2,1,74,210,15,33,8,9,4,4,7,14,0.43,0.29,0.42,0.35,0.11,0.33,149,50,0,0,3,3,1,3,0,0,10,13,0.22,0.24,0.19,0.35,0.54,0.46,0.06,0.33,0.39,0.22,0.14,0.35,0.27,0.25,0.73,0.27,0.65,0.35,7,6,1,1,16,12,0.56,1,4,4,1,1,244,91,9,11,1,3,0,0,0.83,0.86,491,253,33,15,7,1
leicester,sale,22/23,5,16,26,10,12,1.3,2.17,4,9,69,109,38,34,198,341,1,1,128,104,29,13,5,2,4,1,16,2,0.48,0.58,0.25,0.24,0.25,0.14,63,77,3,0,1,4,1,3,0,0,12,11,0.15,0.37,0.26,0.21,0.49,0.51,0.13,0.35,0.23,0.29,0.11,0.31,0.41,0.17,0.45,0.55,0.51,0.49,9,3,0.78,0.67,17,13,0.82,0.92,5,6,0.8,1,84,134,8,14,0,0,0,0,0.82,0.89,218,549,13,29,12,7
bristol,exeter-chiefs,22/23,5,14,50,10,11,1.4,4.27,5,5,107,145,18,25,291,393,4,5,206,151,23,25,3,6,3,3,12,9,0.46,0.65,0.32,0.21,0.15,0.12,83,115,0,1,2,7,2,6,0,0,14,10,0.26,0.27,0.25,0.22,0.37,0.63,0.08,0.29,0.3,0.34,0.09,0.19,0.37,0.35,0.26,0.74,0.46,0.54,8,5,1,1,13,9,0.85,1,3,9,0.67,1,104,156,13,11,2,0,0,0,0.9,0.86,274,480,25,23,6,5
harlequins,leicester,22/23,6,19,27,8,9,2.38,2.67,10,3,130,88,18,22,683,417,0,7,92,154,10,24,5,8,2,1,13,7,0.64,0.58,0.22,0.11,0.08,0.2,111,61,0,1,3,4,2,2,0,0,14,11,0.18,0.33,0.22,0.27,0.45,0.55,0.11,0.24,0.36,0.29,0.05,0.28,0.43,0.24,0.66,0.34,0.55,0.45,4,7,1,0.86,13,18,0.77,1,3,8,0.8,0.5,186,107,14,11,0,0,0,0,0.9,0.87,511,310,24,10,4,12
gloucester,bristol,22/23,6,31,28,8,11,3.5,2.55,6,8,112,144,38,18,298,455,5,3,180,144,28,18,13,3,5,1,22,9,0.34,0.38,0.39,0.43,0.25,0.13,94,103,1,0,4,4,4,4,0,0,16,20,0.17,0.35,0.12,0.36,0.39,0.61,0.1,0.28,0.47,0.15,0.08,0.25,0.45,0.22,0.55,0.45,0.48,0.52,7,6,1,0.83,13,11,0.77,0.64,5,5,1,0.8,160,201,5,8,0,0,0,0,0.87,0.89,369,741,11,28,1,3
northampton,newcastle,22/23,6,32,31,16,7,2,4.43,9,6,108,104,26,26,295,384,3,5,137,139,26,26,7,10,4,5,8,10,0.49,0.42,0.33,0.32,0.09,0.21,71,83,1,0,5,5,2,3,0,0,12,14,0.15,0.3,0.3,0.26,0.57,0.43,0.07,0.2,0.34,0.39,0.12,0.28,0.39,0.2,0.41,0.59,0.49,0.51,9,2,0.56,1,20,16,0.9,0.88,7,6,1,1,149,130,11,17,1,2,0,0,0.84,0.84,615,476,26,26,11,8
saracens,bath,22/23,6,37,31,10,13,3.7,2.15,12,5,112,125,28,36,233,193,4,2,168,118,31,22,8,10,2,4,10,18,0.45,0.35,0.32,0.29,0.15,0.33,79,104,3,1,4,4,4,4,0,0,22,18,0.16,0.29,0.13,0.43,0.57,0.43,0.1,0.28,0.48,0.14,0.14,0.36,0.32,0.18,0.58,0.42,0.44,0.56,4,5,0.75,0.6,20,11,0.95,1,7,6,0.57,1,187,157,5,14,0,1,0,0,0.84,0.84,489,567,22,31,5,5
sale,london-irish,22/23,6,37,14,11,4,3.09,3.5,2,2,95,101,23,21,124,119,9,2,148,118,13,14,8,5,4,0,8,12,0.4,0.52,0.39,0.28,0.15,0.15,70,84,2,0,5,2,3,2,0,0,10,19,0.17,0.28,0.23,0.32,0.58,0.42,0.07,0.23,0.41,0.29,0.08,0.35,0.36,0.21,0.59,0.41,0.48,0.52,6,6,0.5,0.5,19,15,0.68,0.93,8,2,0.89,1,119,152,10,14,0,0,0,0,0.92,0.89,318,179,14,13,3,7
sale,harlequins,22/23,7,13,29,8,4,0.88,3.5,2,4,113,74,33,40,321,139,4,3,85,124,9,26,4,5,2,3,6,24,0.52,0.24,0.27,0.42,0.14,0.31,80,56,2,5,1,2,1,2,0,0,17,9,0.07,0.35,0.13,0.45,0.63,0.37,0.05,0.23,0.56,0.16,0.21,0.28,0.43,0.09,0.57,0.43,0.55,0.45,3,5,0.67,0.8,14,13,0.86,0.92,4,8,1,0.89,143,88,15,11,0,0,0,0,0.9,0.83,478,230,26,9,5,5
bath,northampton,22/23,7,27,14,7,14,3.43,1,4,3,95,92,31,17,156,194,1,0,127,103,14,23,10,3,3,0,6,7,0.42,0.6,0.23,0.24,0.31,0.02,81,72,2,0,3,2,3,2,0,0,4,14,0.25,0.3,0.13,0.32,0.29,0.71,0.16,0.27,0.41,0.17,0.03,0.25,0.39,0.32,0.8,0.2,0.6,0.4,11,2,0.91,1,15,17,0.93,0.94,7,4,0.86,1,125,142,12,15,0,0,0,0,0.9,0.82,325,396,23,14,13,6
exeter-chiefs,saracens,22/23,7,20,22,10,5,1.7,2.6,5,3,144,72,16,28,425,170,7,5,84,184,14,23,4,7,1,3,12,8,0.53,0.27,0.31,0.31,0.11,0.38,119,54,2,5,2,1,1,1,0,0,19,9,0.21,0.22,0.26,0.32,0.67,0.33,0.05,0.23,0.4,0.32,0.14,0.33,0.27,0.26,0.38,0.62,0.57,0.43,4,12,0.75,1,11,16,0.82,0.88,5,5,0.8,0.8,163,77,15,12,1,2,0,0,0.86,0.89,475,185,23,14,4,8
london-irish,gloucester,22/23,7,21,22,10,9,1.5,2.11,3,4,101,92,34,36,78,73,7,4,106,150,11,21,4,6,1,1,10,5,0.54,0.43,0.21,0.3,0.18,0.21,84,72,3,0,2,3,1,2,0,1,13,6,0.24,0.32,0.2,0.25,0.43,0.57,0.11,0.32,0.32,0.26,0.09,0.19,0.41,0.31,0.52,0.48,0.5,0.5,1,8,1,0.88,19,19,0.84,0.95,6,5,0.86,1,120,106,12,13,1,0,0,0,0.91,0.88,408,171,21,11,4,7
saracens,sale,22/23,8,33,22,6,11,4.5,2,8,3,115,104,31,25,363,194,19,19,157,146,16,23,7,5,3,5,4,14,0.52,0.47,0.2,0.25,0.26,0.19,89,86,3,1,4,3,2,1,0,0,8,15,0.22,0.33,0.12,0.33,0.32,0.68,0.16,0.28,0.41,0.15,0.08,0.24,0.4,0.27,0.92,0.08,0.5,0.5,6,4,0.83,1,10,18,0.9,0.94,8,5,1,0.8,140,113,16,7,3,0,0,0,0.91,0.86,491,284,23,16,6,10
harlequins,london-irish,22/23,8,26,24,11,6,2.36,3.5,6,4,139,70,22,24,395,203,1,9,59,163,8,29,5,8,1,5,10,15,0.61,0.45,0.27,0.13,0.07,0.32,115,42,0,1,4,3,3,3,0,0,13,14,0.08,0.34,0.15,0.42,0.61,0.39,0.04,0.28,0.5,0.18,0.09,0.4,0.41,0.1,0.9,0.1,0.61,0.39,10,7,0.9,0.86,13,16,0.85,0.88,4,5,1,1,219,104,12,10,1,1,1,1,0.88,0.85,463,260,29,8,3,8
northampton,bristol,22/23,8,45,31,13,15,3.23,2.07,7,4,58,143,17,10,268,268,6,7,156,52,23,26,4,4,2,3,23,3,0.72,0.62,0.19,0.26,0,0.04,35,102,1,0,6,5,6,3,0,0,13,12,0.22,0.27,0.16,0.35,0.37,0.63,0.17,0.21,0.43,0.2,0.09,0.3,0.34,0.27,0.07,0.93,0.32,0.68,14,8,0.79,0.63,7,19,0.86,0.84,8,6,1,1,95,216,16,7,1,0,0,0,0.87,0.67,453,683,26,23,1,10
gloucester,exeter-chiefs,22/23,8,38,22,11,9,3.45,2.11,5,0,54,131,25,14,135,328,3,14,186,66,18,10,5,3,3,0,11,3,0.53,0.58,0.22,0.26,0.22,0.12,38,111,0,1,6,3,4,2,0,0,9,14,0.21,0.3,0.34,0.15,0.51,0.49,0.09,0.29,0.19,0.43,0.09,0.26,0.38,0.27,0.45,0.55,0.37,0.63,11,8,0.82,1,10,11,1,0.82,7,5,1,1,69,174,9,7,1,1,0,0,0.91,0.87,230,314,10,18,5,5
bristol,saracens,22/23,9,10,25,6,10,1.67,1.3,1,1,83,58,37,41,151,96,4,6,80,114,13,15,4,6,2,1,4,3,0.4,0.35,0.42,0.2,0.15,0.41,70,48,0,6,2,1,0,1,0,0,7,13,0.24,0.27,0.2,0.29,0.52,0.48,0.14,0.41,0.26,0.18,0.12,0.41,0.25,0.22,0.97,0.03,0.55,0.45,10,8,0.6,0.88,14,14,0.93,0.86,3,7,1,0.71,108,74,14,7,0,0,0,0,0.86,0.88,333,225,11,13,9,4
sale,gloucester,22/23,9,27,17,9,13,2.67,1.31,3,4,71,86,30,38,125,117,5,4,126,64,11,22,4,4,1,1,2,6,0.53,0.47,0.14,0.36,0.24,0.13,55,74,2,0,3,3,3,1,0,0,13,9,0.28,0.29,0.15,0.29,0.49,0.51,0.14,0.24,0.41,0.21,0.09,0.09,0.41,0.4,0.22,0.78,0.44,0.56,7,2,1,1,11,27,0.91,1,6,4,0.67,1,116,120,15,12,1,0,0,0,0.92,0.74,284,206,22,11,6,15
newcastle,bath,22/23,9,10,17,7,9,1,1.56,3,2,89,95,23,28,320,300,6,5,132,106,14,14,8,4,3,1,3,6,0.35,0.51,0.41,0.31,0.21,0.13,79,78,1,1,1,2,1,2,0,0,19,12,0.25,0.28,0.16,0.31,0.41,0.59,0.8,0.32,0.4,0.2,0.11,0.21,0.36,0.32,0.86,0.14,0.48,0.52,9,10,0.78,0.7,13,17,0.92,0.76,4,5,0.5,1,159,115,11,12,0,0,0,0,0.9,0.88,307,332,14,14,2,10
northampton,exeter-chiefs,22/23,9,26,19,9,6,1.89,3.17,2,3,91,129,42,40,54,129,5,10,194,110,28,12,8,7,3,5,4,16,0.57,0.43,0.3,0.34,0.1,0.19,68,113,4,0,2,3,2,2,0,0,13,9,0.18,0.44,0.08,0.3,0.41,0.59,0.06,0.56,0.3,0.08,0.08,0.3,0.44,0.18,0.21,0.79,0.41,0.59,2,9,1,0.67,12,6,0.75,0.83,8,4,0.87,1,104,153,5,14,1,0,0,0,0.87,0.9,210,372,12,28,5,2
saracens,northampton,22/23,10,45,39,11,7,3.82,5.14,11,6,161,90,29,29,601,344,10,16,101,192,17,37,4,5,0,2,14,15,0.68,0.63,0.21,0.2,0.07,0.09,128,71,1,2,6,5,6,4,0,0,17,6,0.13,0.32,0.12,0.43,0.59,0.41,0.04,0.19,0.6,0.17,0.08,0.29,0.45,0.18,0.95,0.05,0.59,0.41,5,6,1,1,11,12,0.91,0.83,8,8,0.87,0.87,206,135,8,12,0,2,0,0,0.86,0.84,734,474,37,17,5,6
