HomeTeam,AwayTeam,Season,Round,HomeScore,AwayScore,Home 22m Entries,Away 22m Entries,Home 22m Conversions,Away 22m Conversions,Home Line Breaks,Away Line Breaks,Home Carries,Away Carries,Home Kicks,Away Kicks,Home Post Contact Metres,Away Post Contact Metres,Home Dominate Tackles,Away Dominate Tackles,Home Tackles Made,Away Tackles Made,Home Tackles Missed,Away Tackles Missed,Home Turnovers Won,Away Turnovers Won,Home Tackle Turnovers,Away Tackle Turnovers,Home Offloads Allowed,Away Offloads Allowed,Home 0-3s Ruck Speed,Away 0-3s Ruck Speed,Home 3-6s Ruck Speed,Away 3-6s Ruck Speed,Home 6s+ Ruck Speed,Away 6s+ Ruck Speed,Home Rucks Won,Away Rucks Won,Home Penalty Goals,Away Penalty Goals,Home Tries,Away Tries,Home Conversions,Away Conversions,Home Drop Goals,Away Drop Goals,Home Turnovers Lost,Away Turnovers Lost,Territory Home Try-Line - 22m,Territory Home 22m - 50m,Territory Away 22m - 50m,Territory Away Try-Line - 22m,Home Territory,Away Territory,Home Possessions Try Line - 22m,Home Possession 22m - 50m,Home Possession opp 50m - 22m,Home Possession opp 22m - Try Line,Away Possessions Try Line - 22m,Away Possession 22m - 50m,Away Possession opp 50m - 22m,Away Possession opp 22m - Try Line,Home Possession Last 10,Away Possession Last 10,Home Possession,Away Possession,Home Scrums,Away Scrums,Home Scrum Wins,Away Scrum Wins,Home Lineouts,Away Lineouts,Home Lineout Wins %,Away Lineout Wins %,Home Restarts Received,Away Restarts Received,Home Restarts Received Win %,Away Restarts Received Win %,Home Passes,Away Passes,Home Penalties Conceded,Away Penalties Conceded,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards,Home Tackle Completion,Away Tackle Completion,Home Metres Gained,Away Metres Gained,Home Defenders Beaten,Away Defenders Beaten,Home Maul Wins,Away Maul Wins
exeter-chiefs,london-irish,22/23,10,22,17,5,19,3.8,0.89,4,6,120,100,24,17,191,213,21,10,136,151,24,20,3,5,2,1,9,7,0.56,0.78,0.16,0.09,0.19,0.04,98,84,1,1,3,2,2,2,0,0,8,14,0.37,0.25,0.12,0.26,0.34,0.66,0.17,0.37,0.32,0.15,0.02,0.22,0.31,0.45,0.43,0.57,0.54,0.46,9,3,0.78,1,11,19,0.73,0.84,5,4,0.8,0.5,137,161,16,12,0,1,0,0,0.85,0.88,429,331,20,24,3,10
gloucester,newcastle,22/23,10,21,27,10,6,2.1,4,3,5,80,96,24,27,303,297,12,10,114,96,10,15,6,7,3,2,5,5,0.4,0.35,0.38,0.34,0.15,0.27,66,75,0,2,3,3,2,3,0,0,12,8,0.11,0.33,0.24,0.32,0.6,0.4,0.09,0.15,0.43,0.32,0.17,0.22,0.45,0.15,0.64,0.36,0.5,0.5,6,7,0.83,1,21,11,0.86,0.73,4,6,1,1,132,120,9,15,0,4,0,0,0.92,0.86,339,395,15,10,10,4
bath,leicester,22/23,10,19,18,6,8,2.67,1.5,4,7,76,109,28,35,170,124,9,13,129,104,22,25,3,1,3,0,7,10,0.44,0.53,0.29,0.2,0.24,0.22,62,90,3,2,2,2,0,1,0,0,8,11,0.25,0.3,0.16,0.29,0.41,0.59,0.09,0.35,0.37,0.2,0.06,0.24,0.38,0.32,0.74,0.26,0.45,0.55,8,9,0.75,0.56,10,13,0.8,1,6,4,0.5,1,110,106,8,10,0,0,0,0,0.85,0.81,329,380,25,22,4,10
leicester,london-irish,22/23,11,33,31,8,13,4.13,2.38,4,2,79,74,22,20,158,211,2,6,107,114,19,9,2,7,0,4,4,2,0.38,0.58,0.23,0.2,0.35,0.13,59,62,0,0,5,5,4,2,0,0,8,12,0.18,0.3,0.26,0.26,0.56,0.44,0.06,0.23,0.36,0.36,0.09,0.24,0.42,0.25,0.73,0.27,0.53,0.47,9,2,0.78,0.5,15,16,1,1,7,6,0.57,0.57,83,91,12,13,1,0,0,0,0.85,0.93,276,256,9,19,8,9
sale,bristol,22/23,11,25,20,10,9,2.2,2.22,4,7,77,146,29,35,172,342,18,9,194,98,29,15,5,7,4,2,18,4,0.47,0.53,0.22,0.35,0.22,0.11,55,115,2,2,3,2,2,2,0,0,13,16,0.21,0.31,0.1,0.38,0.45,0.55,0.08,0.26,0.52,0.14,0.04,0.25,0.42,0.29,0.32,0.68,0.42,0.58,3,6,0.67,0.5,17,10,0.82,1,6,6,1,1,105,197,9,10,0,0,0,0,0.87,0.87,358,498,5,29,6,5
harlequins,gloucester,22/23,11,21,12,8,11,2.63,1.09,4,3,108,110,40,42,243,221,11,6,134,110,15,13,5,9,2,3,7,5,0.54,0.46,0.16,0.3,0.23,0.19,82,86,0,0,3,2,3,1,0,0,15,17,0.18,0.39,0.15,0.28,0.36,0.64,0.14,0.32,0.35,0.19,0.06,0.22,0.49,0.23,0.16,0.84,0.47,0.53,4,7,1,1,15,21,0.87,0.86,4,3,1,0.67,125,165,10,9,0,0,0,0,0.9,0.89,485,304,13,15,7,9
newcastle,exeter-chiefs,22/23,11,24,21,11,8,1.91,2.63,3,3,106,159,29,20,344,408,6,5,210,124,26,30,14,2,6,2,9,15,0.42,0.58,0.36,0.31,0.19,0.05,80,127,1,0,3,3,3,3,0,0,10,15,0.23,0.22,0.15,0.39,0.53,0.47,0.07,0.18,0.54,0.21,0.08,0.3,0.3,0.32,0.31,0.69,0.46,0.54,6,6,1,0.5,13,10,0.92,1,5,4,0.8,1,144,178,8,13,0,1,0,0,0.89,0.81,387,570,30,26,7,5
bristol,leicester,22/23,12,26,26,7,7,3.71,3.29,7,6,111,79,26,31,321,260,5,5,107,134,22,23,3,7,0,2,9,14,0.51,0.41,0.32,0.39,0.12,0.16,78,61,0,3,4,3,3,1,0,0,11,12,0.26,0.21,0.21,0.33,0.56,0.44,0.06,0.21,0.45,0.28,0.11,0.25,0.28,0.35,0.99,0.01,0.51,0.49,11,7,0.73,0.86,7,17,1,0.94,5,6,1,0.83,143,92,14,6,1,0,0,1,0.83,0.85,424,276,23,22,2,6
gloucester,northampton,22/23,12,34,19,9,12,3.44,1.58,8,4,102,123,29,20,387,446,9,4,153,132,20,37,5,7,1,4,14,11,0.47,0.61,0.18,0.22,0.29,0.12,74,95,2,0,4,3,4,2,0,0,14,14,0.22,0.37,0.15,0.26,0.41,0.59,0.14,0.39,0.3,0.17,0.09,0.24,0.42,0.25,0.41,0.59,0.51,0.49,8,6,1,0.5,13,15,0.92,0.8,7,4,0.86,1,152,168,6,14,1,1,0,0,0.88,0.78,452,483,37,20,4,5
london-irish,newcastle,22/23,12,39,17,10,7,3.9,2.43,1,5,116,104,18,19,392,306,14,7,143,149,20,25,6,1,1,0,8,6,0.66,0.49,0.15,0.28,0.13,0.13,99,83,2,1,5,2,4,2,0,0,8,10,0.18,0.3,0.25,0.27,0.5,0.5,0.05,0.2,0.39,0.36,0.06,0.23,0.44,0.27,0.36,0.64,0.52,0.48,5,4,0.8,0.75,18,14,0.89,1,7,4,1,1,161,130,13,14,0,1,0,0,0.88,0.86,367,284,25,20,7,6
bath,harlequins,22/23,12,13,19,10,9,0.7,2.11,4,5,80,101,19,19,308,342,6,6,129,115,23,15,6,5,1,1,7,7,0.4,0.57,0.28,0.29,0.23,0.05,67,80,2,0,1,3,1,2,0,0,16,14,0.35,0.18,0.1,0.38,0.47,0.53,0.06,0.27,0.54,0.14,0.04,0.2,0.26,0.5,0.68,0.32,0.51,0.49,3,16,1,0.88,15,12,0.93,0.83,6,4,0.87,0.75,113,144,14,17,0,2,0,0,0.85,0.88,350,346,15,23,6,6
harlequins,bristol,22/23,13,12,15,13,4,0.92,3.75,5,1,115,71,31,33,232,167,4,9,70,140,19,25,2,5,0,3,12,7,0.49,0.25,0.34,0.2,0.12,0.51,82,49,0,1,2,2,1,1,0,0,16,15,0.12,0.18,0.18,0.51,0.7,0.3,0.01,0.18,0.59,0.21,0.25,0.4,0.21,0.14,0.44,0.56,0.51,0.49,11,10,1,1,17,11,0.76,1,3,4,0.67,0.75,156,72,7,11,0,1,0,0,0.79,0.85,450,261,25,19,8,6
exeter-chiefs,bath,22/23,13,20,15,8,15,2.13,1,0,4,91,103,19,21,137,160,32,13,164,138,14,9,5,7,1,1,4,3,0.33,0.32,0.32,0.38,0.3,0.27,78,88,2,1,2,2,2,1,0,0,12,14,0.32,0.25,0.24,0.19,0.38,0.62,0.14,0.3,0.25,0.31,0.04,0.23,0.32,0.41,0.38,0.62,0.47,0.53,6,7,0.67,0.71,14,18,0.79,0.89,4,4,1,1,106,98,15,14,0,0,0,0,0.92,0.94,197,174,9,14,2,9
leicester,gloucester,22/23,13,28,13,9,6,2.78,1.67,4,4,102,110,42,40,286,292,20,8,135,121,25,19,6,5,5,1,9,6,0.41,0.48,0.31,0.29,0.19,0.21,82,89,3,1,3,2,2,0,0,0,16,19,0.22,0.18,0.21,0.38,0.57,0.43,0.07,0.28,0.41,0.23,0.12,0.45,0.19,0.24,0.33,0.67,0.47,0.53,3,2,1,1,16,15,0.81,0.93,7,4,1,1,135,181,9,14,0,0,0,0,0.84,0.86,433,302,19,25,5,7
london-irish,saracens,22/23,13,29,20,8,8,2.5,1.75,3,4,109,109,36,40,282,232,23,18,144,129,14,29,5,7,2,3,16,8,0.68,0.58,0.06,0.25,0.18,0.13,81,82,5,2,2,2,2,2,0,0,12,13,0.16,0.38,0.12,0.34,0.41,0.59,0.11,0.28,0.45,0.16,0.08,0.18,0.51,0.22,0.69,0.31,0.47,0.53,7,5,0.71,0.6,12,19,0.83,0.74,7,5,0.86,0.86,142,177,11,12,2,0,1,1,0.91,0.82,434,390,29,14,3,4
newcastle,sale,22/23,13,20,14,7,11,2.43,1.27,2,2,74,73,24,20,177,231,3,8,89,100,17,19,1,9,1,4,5,10,0.22,0.55,0.3,0.3,0.43,0.11,53,56,2,0,2,2,2,2,0,0,12,14,0.15,0.44,0.15,0.27,0.44,0.56,0.15,0.34,0.33,0.18,0.04,0.22,0.54,0.19,0.54,0.46,0.56,0.44,7,7,1,0.43,19,18,0.89,0.83,5,3,1,1,62,121,13,18,1,0,0,0,0.84,0.84,184,262,19,17,14,5
sale,leicester,22/23,14,40,5,10,10,3.4,0.5,9,3,135,64,40,40,590,152,13,6,83,150,10,33,5,4,1,0,5,31,0.53,0.4,0.27,0.2,0.15,0.34,95,54,3,0,5,1,2,0,0,0,15,13,0.18,0.21,0.19,0.41,0.54,0.43,0.5,0.37,0.4,0.19,0.12,0.49,0.21,0.18,0.67,0.33,0.58,0.42,5,5,0.4,0.6,14,15,0.93,1,8,3,0.75,1,199,78,10,14,0,1,0,0,0.89,0.82,615,238,33,10,4,6
northampton,harlequins,22/23,14,46,17,18,5,2.56,3.4,11,5,179,97,28,26,738,377,20,13,125,211,20,40,5,9,4,7,11,27,0.5,0.53,0.33,0.31,0.17,0.17,127,78,2,1,6,2,5,2,0,0,20,18,0.22,0.17,0.31,0.31,0.67,0.33,0.02,0.18,0.4,0.4,0.14,0.35,0.22,0.29,0.71,0.29,0.59,0.41,5,5,0.8,0.8,14,12,1,0.75,10,4,0.75,1,221,130,11,11,0,1,0,0,0.86,0.84,780,413,40,20,6,6
bath,newcastle,22/23,14,24,16,6,8,3.5,1.63,1,3,65,87,53,47,125,204,16,5,119,84,17,9,5,3,2,1,5,1,0.31,0.18,0.35,0.42,0.31,0.37,52,69,1,3,3,1,3,1,0,0,8,11,0.2,0.32,0.25,0.23,0.46,0.54,0.14,0.29,0.27,0.29,0.17,0.22,0.38,0.23,0.44,0.56,0.43,0.57,3,5,0.67,1,11,19,1,0.89,6,5,1,1,49,87,16,10,1,1,0,0,0.87,0.9,244,350,9,17,3,14
gloucester,london-irish,22/23,14,8,6,11,3,0.45,2,3,1,109,106,44,38,269,362,17,22,144,156,21,10,7,4,4,2,6,7,0.54,0.58,0.19,0.2,0.24,0.18,89,82,1,2,1,0,0,0,0,0,11,17,0.02,0.37,0.29,0.32,0.61,0.39,0.08,0.21,0.37,0.34,0.13,0.42,0.43,0.02,0.75,0.25,0.53,0.47,7,10,1,0.6,25,11,0.84,0.91,2,3,1,0.67,133,148,8,9,1,0,0,0,0.87,0.94,271,376,10,21,9,3
saracens,exeter-chiefs,22/23,14,35,3,11,4,2.64,0,3,2,104,86,31,23,134,182,10,18,122,151,21,14,9,3,4,2,3,10,0.45,0.43,0.29,0.19,0.26,0.38,84,77,2,1,5,0,2,0,0,0,12,18,0,0.37,0.27,0.37,0.63,0.37,0.06,0.25,0.4,0.29,0.12,0.48,0.4,0,0.5,0.5,0.56,0.44,14,4,1,0.75,18,8,0.83,0.5,6,2,1,1,133,95,5,16,0,0,0,0,0.85,0.92,274,246,14,21,10,1
harlequins,sale,22/23,15,16,24,6,16,2.67,1.5,3,4,97,94,45,48,133,173,10,9,125,119,19,24,5,9,2,3,6,7,0.5,0.35,0.26,0.34,0.18,0.27,74,72,2,0,2,4,0,2,0,0,17,15,0.32,0.26,0.15,0.26,0.41,0.59,0.14,0.36,0.31,0.18,0.03,0.28,0.3,0.38,0.62,0.38,0.47,0.53,7,6,0.71,1,11,19,0.91,0.89,5,6,1,1,99,107,8,9,0,0,0,0,0.87,0.83,286,347,24,19,7,9
london-irish,bristol,22/23,15,23,7,9,2,1.89,3.5,2,2,138,81,31,21,358,160,9,4,90,189,14,26,8,4,2,0,17,13,0.64,0.38,0.21,0.47,0.14,0.15,116,48,3,0,2,1,2,1,0,0,12,21,0.11,0.28,0.21,0.4,0.6,0.4,0.08,0.26,0.43,0.23,0.16,0.42,0.3,0.12,0.49,0.51,0.63,0.37,8,8,0.57,0.75,19,10,0.68,0.8,6,3,1,0.67,171,111,8,18,0,0,0,0,0.87,0.88,353,256,26,14,8,0
exeter-chiefs,northampton,22/23,15,35,12,8,8,4.38,1.5,3,5,104,97,36,29,220,270,20,6,128,129,30,15,6,4,2,2,17,9,0.49,0.66,0.26,0.18,0.25,0.16,81,77,0,0,5,2,5,1,0,0,11,19,0.14,0.4,0.16,0.3,0.46,0.54,0.13,0.3,0.37,0.19,0.07,0.27,0.49,0.17,0.56,0.44,0.49,0.51,9,8,0.67,0.83,17,16,0.71,0.75,6,3,1,1,102,138,17,10,0,0,0,0,0.81,0.9,318,288,15,30,6,5
newcastle,leicester,22/23,15,45,26,9,8,5,3.25,10,5,101,138,36,35,257,177,12,7,165,106,17,26,2,7,2,0,10,7,0.52,0.67,0.21,0.2,0.27,0.14,68,102,1,0,6,4,6,3,0,0,6,10,0.27,0.3,0.15,0.28,0.36,0.64,0.09,0.32,0.38,0.2,0.05,0.17,0.41,0.36,0.11,0.89,0.43,0.57,6,2,1,1,13,20,1,1,8,4,0.5,1,124,170,16,10,1,2,0,0,0.91,0.8,412,401,26,17,7,13
gloucester,saracens,22/23,15,16,19,9,12,1.11,1.33,2,5,80,142,34,35,354,531,10,6,165,102,27,26,5,5,3,1,15,4,0.4,0.53,0.19,0.28,0.38,0.17,65,114,3,2,1,2,1,0,0,1,16,14,0.24,0.28,0.14,0.34,0.46,0.54,0.1,0.26,0.46,0.19,0.09,0.2,0.38,0.33,0.33,0.67,0.43,0.57,4,5,1,1,15,9,0.8,0.89,6,7,1,1,98,174,8,10,0,1,0,0,0.86,0.8,382,503,26,27,2,3
london-irish,harlequins,22/23,16,42,24,12,12,3.5,2,8,5,98,115,18,23,411,460,4,5,138,117,25,20,6,8,2,4,12,8,0.55,0.5,0.3,0.25,0.09,0.18,71,88,0,0,6,4,6,1,0,0,14,14,0.21,0.27,0.32,0.2,0.52,0.48,0.06,0.19,0.29,0.46,0.16,0.14,0.39,0.31,0.09,0.91,0.46,0.54,2,9,1,0.89,18,18,0.83,0.83,6,5,0.83,1,138,149,12,9,1,1,0,1,0.85,0.85,549,562,20,25,9,7
exeter-chiefs,gloucester,22/23,16,24,17,11,3,1.91,4.67,1,4,141,73,40,47,425,167,3,7,87,189,15,30,4,10,4,2,12,6,0.64,0.43,0.22,0.2,0.14,0.37,123,51,1,1,3,2,3,2,0,0,18,16,0.1,0.29,0.2,0.42,0.59,0.41,0.03,0.32,0.44,0.21,0.12,0.48,0.3,0.1,0.26,0.74,0.58,0.42,10,6,0.75,1,10,14,0.8,1,5,4,0.83,0.5,175,113,12,5,0,0,0,0,0.85,0.86,368,174,30,15,4,4
saracens,bristol,22/23,16,20,19,12,8,1.67,1.25,5,7,112,107,20,22,355,300,14,12,139,133,16,28,6,6,3,2,13,10,0.52,0.48,0.19,0.3,0.19,0.17,85,73,1,3,3,2,1,0,0,0,10,15,0.2,0.34,0.19,0.27,0.44,0.56,0.1,0.36,0.32,0.23,0.13,0.24,0.4,0.24,0.89,0.11,0.51,0.49,8,6,0.75,0.67,16,14,0.75,1,4,6,1,0.83,147,117,16,14,0,0,0,0,0.9,0.83,458,528,28,16,7,11
leicester,northampton,22/23,16,18,19,7,9,1.71,1.78,3,7,117,133,46,43,369,444,22,16,161,154,29,29,6,4,2,2,18,7,0.39,0.4,0.28,0.29,0.31,0.26,92,97,2,4,2,1,1,1,0,0,12,12,0.17,0.3,0.19,0.34,0.57,0.43,0.05,0.33,0.4,0.22,0.16,0.29,0.35,0.2,0.62,0.38,0.5,0.5,7,4,0.86,1,12,11,0.83,0.91,5,7,0.8,1,135,153,9,9,0,1,0,0,0.85,0.84,426,498,29,29,7,6
sale,bath,22/23,16,30,27,10,5,2.7,4.8,5,4,92,91,24,32,201,198,18,16,127,119,18,13,3,5,0,3,5,4,0.37,0.28,0.34,0.33,0.24,0.35,72,82,1,2,5,3,1,3,0,0,11,7,0.18,0.23,0.14,0.45,0.6,0.4,0.05,0.17,0.59,0.19,0.12,0.34,0.3,0.24,0.61,0.39,0.45,0.55,4,11,0.75,0.45,11,15,0.91,1,8,5,0.87,0.8,137,86,12,13,0,3,0,0,0.88,0.9,236,223,13,18,5,8
leicester,saracens,22/23,17,24,18,7,12,3,1,5,6,99,157,32,31,303,494,3,8,200,106,43,28,6,7,2,4,21,9,0.51,0.56,0.25,0.3,0.24,0.13,71,126,1,2,3,2,3,1,0,0,17,16,0.22,0.3,0.11,0.37,0.42,0.58,0.08,0.36,0.43,0.13,0.05,0.33,0.35,0.26,0.36,0.64,0.4,0.6,6,6,0.83,1,12,17,0.92,1,5,4,1,0.83,103,197,12,8,0,0,0,0,0.82,0.79,427,576,28,43,5,7
bath,london-irish,22/23,17,10,25,8,7,0.88,3.57,3,4,108,106,24,30,307,318,14,1,128,153,21,17,9,3,1,1,9,6,0.41,0.4,0.28,0.29,0.27,0.24,90,80,1,2,1,3,1,2,0,0,9,9,0.2,0.21,0.15,0.43,0.58,0.42,0.07,0.23,0.51,0.18,0.16,0.35,0.25,0.24,0.62,0.38,0.49,0.51,6,6,1,1,11,12,0.55,1,4,5,1,1,122,136,10,12,3,1,0,0,0.86,0.9,366,445,17,21,2,6
northampton,sale,22/23,17,38,34,6,14,6.33,2.21,5,9,119,116,28,33,236,234,12,14,137,126,28,24,4,10,4,6,8,7,0.51,0.51,0.26,0.3,0.17,0.18,81,83,0,1,6,5,3,3,0,0,18,9,0.22,0.37,0.18,0.23,0.41,0.59,0.1,0.42,0.27,0.21,0.09,0.25,0.42,0.25,0.56,0.44,0.51,0.49,3,10,0.33,0.6,17,16,1,1,7,6,0.86,1,151,132,7,11,0,2,0,1,0.83,0.84,453,403,24,28,6,7
bristol,newcastle,22/23,17,30,12,8,7,3,1.71,5,0,108,107,34,31,230,180,15,6,180,129,13,29,5,4,2,4,8,12,0.5,0.57,0.29,0.2,0.21,0.23,78,91,2,0,4,2,2,1,0,0,15,14,0.3,0.2,0.24,0.27,0.49,0.51,0.13,0.25,0.33,0.29,0.15,0.25,0.24,0.36,0.46,0.54,0.48,0.52,5,14,1,0.92,5,19,0.6,0.79,5,3,0.8,1,108,123,10,6,1,0,0,0,0.93,0.82,423,195,29,13,1,8
gloucester,harlequins,22/23,17,28,26,10,10,2.8,2.6,4,3,94,124,19,17,204,161,11,5,167,100,21,26,5,7,0,3,10,6,0.44,0.52,0.32,0.27,0.18,0.13,69,107,0,0,4,4,4,3,0,0,22,13,0.17,0.34,0.17,0.32,0.47,0.53,0.04,0.27,0.46,0.24,0.07,0.21,0.48,0.24,0.42,0.58,0.43,0.57,6,4,0.83,1,11,22,0.91,0.73,6,4,1,0.75,108,192,10,9,0,1,0,0,0.89,0.79,362,377,26,21,6,7
exeter-chiefs,sale,22/23,18,24,22,10,8,2.1,2.75,8,6,181,96,33,41,396,234,6,14,126,246,30,40,6,6,3,2,3,6,0.43,0.32,0.31,0.38,0.24,0.29,150,82,1,1,3,3,3,2,0,0,12,13,0.14,0.37,0.24,0.25,0.49,0.51,0.09,0.26,0.34,0.32,0.08,0.25,0.49,0.19,0.8,0.2,0.58,0.42,1,6,1,0.83,11,14,0.82,0.93,5,5,1,1,170,114,12,12,1,2,0,0,0.81,0.86,571,285,40,30,5,5
london-irish,leicester,22/23,18,22,25,10,8,2.2,2.75,8,2,140,95,29,37,369,266,1,10,132,151,7,26,3,8,2,3,3,15,0.67,0.66,0.16,0.2,0.1,0.09,109,81,1,2,3,3,2,2,0,0,14,10,0.21,0.3,0.25,0.25,0.53,0.47,0.07,0.23,0.35,0.35,0.11,0.18,0.42,0.29,0.6,0.4,0.58,0.42,6,6,0.83,1,16,7,0.88,0.86,5,8,0.8,0.62,196,99,11,11,0,1,0,0,0.95,0.85,402,337,2,7,8,4
northampton,gloucester,22/23,18,41,34,11,12,3.73,2.83,7,6,120,96,29,28,423,296,8,8,116,143,20,23,2,9,1,2,5,6,0.66,0.49,0.2,0.28,0.14,0.23,95,76,1,0,6,6,4,2,0,0,13,14,0.22,0.19,0.28,0.31,0.56,0.44,0.07,0.16,0.4,0.37,0.17,0.29,0.25,0.29,0.14,0.86,0.48,0.52,4,6,1,1,13,16,0.92,0.94,9,5,0.89,1,143,139,13,9,0,0,0,0,0.85,0.86,565,398,23,20,3,11
saracens,newcastle,22/23,18,29,23,16,7,1.81,2,10,5,141,115,20,24,446,432,5,12,139,142,36,43,9,8,5,2,10,17,0.68,0.52,0.18,0.28,0.07,0.15,98,91,0,3,5,2,2,2,0,0,15,15,0.16,0.22,0.18,0.43,0.65,0.35,0.05,0.2,0.53,0.22,0.18,0.35,0.27,0.2,0.1,0.9,0.52,0.48,8,8,0.88,0.75,12,14,0.67,1,6,5,1,0.8,229,152,11,11,0,0,0,1,0.79,0.77,770,440,43,36,4,4
bath,bristol,22/23,18,13,15,4,7,2.5,2.14,1,3,98,107,25,17,212,337,7,8,116,149,26,16,3,4,1,3,20,10,0.45,0.36,0.41,0.35,0.14,0.28,85,79,2,1,1,2,1,1,0,0,15,15,0.11,0.37,0.22,0.3,0.53,0.47,0.04,0.35,0.35,0.26,0.12,0.31,0.44,0.13,0.58,0.42,0.49,0.51,6,10,1,1,13,10,0.77,0.8,6,4,0.83,1,121,142,5,14,0,1,0,0,0.82,0.9,240,400,16,26,7,5
newcastle,london-irish,22/23,19,19,34,8,11,2.38,2.82,1,7,107,112,28,26,224,333,6,6,116,154,22,15,6,3,3,3,10,7,0.51,0.52,0.27,0.28,0.17,0.15,92,79,0,1,3,5,2,3,0,0,9,13,0.24,0.27,0.11,0.38,0.5,0.5,0.13,0.22,0.51,0.15,0.05,0.26,0.37,0.32,0.41,0.59,0.53,0.47,5,7,0.6,0.57,18,11,0.94,0.82,4,7,0.75,0.86,150,156,8,11,0,0,0,0,0.84,0.91,319,565,15,22,6,3
sale,saracens,22/23,19,35,24,13,8,2.69,2.63,11,6,91,121,26,25,310,188,23,8,154,111,25,31,4,7,1,4,16,7,0.49,0.55,0.28,0.26,0.23,0.19,64,93,0,3,5,3,5,0,0,0,11,8,0.11,0.33,0.18,0.38,0.56,0.44,0.05,0.18,0.53,0.25,0.09,0.31,0.45,0.15,0.47,0.53,0.43,0.57,1,10,1,0.83,12,16,1,0.81,4,7,1,1,123,148,12,10,0,1,0,1,0.86,0.78,396,294,31,25,3,7
harlequins,exeter-chiefs,22/23,19,40,5,13,9,3.08,0.56,9,0,110,161,35,18,325,338,10,10,211,128,28,20,11,7,2,3,12,16,0.4,0.55,0.34,0.26,0.23,0.12,75,129,0,0,6,1,5,0,0,0,8,16,0.17,0.39,0.2,0.24,0.43,0.57,0.08,0.39,0.29,0.24,0.06,0.27,0.46,0.2,0.67,0.33,0.47,0.53,10,0,0.8,0,14,12,0.93,0.83,8,2,0.75,1,121,205,11,11,1,1,0,0,0.88,0.86,466,432,20,28,8,4
leicester,bath,22/23,19,48,27,11,7,3.82,3.43,10,5,112,109,38,35,273,231,13,20,136,125,18,22,6,6,1,4,8,5,0.51,0.61,0.26,0.22,0.2,0.14,85,89,2,1,6,4,6,2,0,0,8,11,0.25,0.16,0.3,0.29,0.58,0.42,0.05,0.3,0.32,0.33,0.14,0.39,0.18,0.28,0.26,0.74,0.54,0.46,5,5,0.8,0.8,18,13,0.94,0.77,9,6,0.89,1,129,129,10,13,0,2,0,0,0.88,0.85,441,357,22,18,9,1
bristol,northampton,22/23,19,62,8,12,7,4.92,0.71,11,5,179,133,25,20,519,267,13,13,188,192,17,48,3,2,2,1,9,38,0.51,0.52,0.33,0.35,0.15,0.1,123,118,1,1,9,1,7,0,0,0,5,10,0.28,0.26,0.17,0.29,0.45,0.55,0.13,0.28,0.38,0.22,0.08,0.23,0.33,0.36,0.56,0.44,0.58,0.42,4,2,1,0.5,15,9,0.93,0.56,10,3,0.9,1,230,185,7,11,0,1,0,0,0.92,0.8,751,431,48,17,7,1
bristol,harlequins,22/23,20,51,26,11,11,4.36,2.36,10,7,104,126,8,12,351,301,6,8,152,104,33,28,2,1,2,1,14,13,0.83,0.73,0.14,0.18,0.03,0.09,71,97,2,0,7,4,5,3,0,0,12,12,0.15,0.34,0.27,0.24,0.52,0.48,0.03,0.2,0.36,0.41,0.06,0.21,0.51,0.22,0.4,0.6,0.45,0.55,10,12,1,0.92,11,7,0.91,0.86,10,6,0.4,1,159,155,10,11,0,1,0,0,0.82,0.79,586,466,28,33,5,3
gloucester,leicester,22/23,20,5,26,6,11,0.83,2.36,4,4,95,134,26,26,190,300,10,5,177,124,38,14,8,5,2,1,9,12,0.45,0.59,0.21,0.18,0.27,0.13,78,108,0,0,1,4,0,3,0,0,18,19,0.26,0.32,0.21,0.21,0.39,0.61,0.16,0.26,0.29,0.29,0.07,0.15,0.43,0.35,0.15,0.85,0.45,0.55,7,11,1,0.91,12,19,1,0.89,2,4,1,0.8,140,139,17,9,2,1,0,0,0.82,0.9,296,397,14,38,5,9
